session_id,pred_mapped_techniques,pred_mapped_names,pred_confidence,pred_why,summary,true_technique_ids,pred_label
fc7e7896-a5b3-56df-beb1-b92892e9a3f9,['T1065'],['Uncommonly Used Port'],0.4974080321428571,['indicator:cmd_injection' 'behavior:many_ports'],tool=browser/unknown label=attack_like src_ip=109.237.98.226 event_count=26 rps=1.1818181818181819 unique_ports=26 indicator_hits=26 reasons=['indicator:cmd_injection' 'behavior:many_ports'],,attack_like
4937cdba-eb88-5afb-bd70-9cf65782e7b3,['T1016.001'],['Internet Connection Discovery'],0.4690521171428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=146.19.24.230 event_count=7 rps=3.5 unique_ports=7 indicator_hits=7 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
383b9242-3e45-589c-95f7-24c7f6078023,['T1016.001'],['Internet Connection Discovery'],0.4671344491428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=167.94.145.60 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
b3dc1e8e-e911-58fe-a66e-812ff702b284,['T1518.001'],['Security Software Discovery'],0.47109730214285717,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=109.237.98.53 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
706d8dab-24d9-5aee-aa7b-294d70c14946,['T1059.006'],['Python'],0.5416021705714286,"['tool_fingerprint:automation' 'indicator:sql_injection'
 'indicator:cmd_injection' 'indicator:xss_probe']","tool=python-requests label=attack_like src_ip=103.85.8.131 event_count=9 rps=0.1 unique_ports=8 indicator_hits=9 reasons=['tool_fingerprint:automation' 'indicator:sql_injection'
 'indicator:cmd_injection' 'indicator:xss_probe']",,attack_like
3de7e8fe-f025-5e1d-a65c-51661937f170,['T1518.001'],['Security Software Discovery'],0.47177908714285716,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=170.64.162.64 event_count=11 rps=5.5 unique_ports=11 indicator_hits=10 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
8ea53310-7747-59ce-b83f-9c6103dc50a8,['T1518.001'],['Security Software Discovery'],0.46694568114285717,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=162.142.125.221 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
6b6303d8-2968-56a8-9962-68665a82d379,['T1518.001'],['Security Software Discovery'],0.4652207251428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=128.14.23.35 event_count=3 rps=3.0 unique_ports=3 indicator_hits=3 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
7fa50c2b-f224-518e-ac41-d903f676ffb4,['T1205.001'],['Port Knocking'],0.5066788121428571,['indicator:cmd_injection' 'behavior:many_ports'],tool=nmap label=attack_like src_ip=14.139.122.76 event_count=104 rps=0.07630227439471754 unique_ports=104 indicator_hits=104 reasons=['indicator:cmd_injection' 'behavior:many_ports'],,attack_like
2cc5593b-2db2-5d47-909c-03ed1d117b0a,['T1518.001'],['Security Software Discovery'],0.47461870764285713,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=64.227.129.122 event_count=6 rps=6.0 unique_ports=6 indicator_hits=5 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
8ed79886-2d43-5711-9b56-f408c102a5ea,['T1065'],['Uncommonly Used Port'],0.4970667911428571,['indicator:cmd_injection' 'behavior:many_ports'],tool=browser/unknown label=attack_like src_ip=20.81.225.229 event_count=68 rps=0.09659090909090909 unique_ports=68 indicator_hits=68 reasons=['indicator:cmd_injection' 'behavior:many_ports'],,attack_like
0543d4ae-69b9-5dd2-877b-c219c0592092,['T1016.001'],['Internet Connection Discovery'],0.46866964264285715,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=167.94.138.47 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
6c1487c8-ac5b-5390-b8f7-5889344a6dcf,['T1518.001'],['Security Software Discovery'],0.46787417014285715,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=167.94.138.127 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
5232d12d-ffea-572e-8b2b-da6ea29c6d2c,['T1016.001'],['Internet Connection Discovery'],0.4716408346428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=37.8.114.195 event_count=5 rps=5.0 unique_ports=5 indicator_hits=5 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
faa436b4-fdb9-5585-967f-29bd1c8d1492,['T1016.001'],['Internet Connection Discovery'],0.47756853914285713,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=167.71.69.131 event_count=7 rps=3.5 unique_ports=7 indicator_hits=6 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
97b85768-e9b3-59fc-927d-8c22b133a740,['T1205.001'],['Port Knocking'],0.522015794,['indicator:cmd_injection' 'behavior:burst_rps>=3' 'behavior:many_ports'],tool=nmap label=attack_like src_ip=152.58.35.155 event_count=30 rps=10.0 unique_ports=30 indicator_hits=30 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3' 'behavior:many_ports'],,attack_like
9a671606-0acf-5f28-865b-ca23dd6d5d78,['T1016.001'],['Internet Connection Discovery'],0.46582460764285716,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=167.248.133.125 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
20657fb5-9e78-5de9-b119-de9da50fc8e9,['T1654'],['Log Enumeration'],0.4814530221428571,"['indicator:cmd_injection' 'behavior:burst_rps>=3'
 'behavior:high_volume>=300']","tool=browser/unknown label=attack_like src_ip=152.32.174.173 event_count=433 rps=36.083333333333336 unique_ports=8 indicator_hits=421 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'
 'behavior:high_volume>=300']",,attack_like
56ea66bb-932b-5015-898e-a9645e772679,['T1016.001'],['Internet Connection Discovery'],0.4729296726428572,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=3.239.87.224 event_count=5 rps=5.0 unique_ports=5 indicator_hits=5 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
090fd620-718b-5909-adbd-2a8865642d4a,['T1065'],['Uncommonly Used Port'],0.49306733714285716,['indicator:cmd_injection' 'behavior:many_ports'],tool=browser/unknown label=attack_like src_ip=109.237.98.226 event_count=26 rps=1.7333333333333334 unique_ports=26 indicator_hits=26 reasons=['indicator:cmd_injection' 'behavior:many_ports'],,attack_like
fca8cc24-d95f-5754-b57b-fdf898581806,['T1016.001'],['Internet Connection Discovery'],0.46994958964285716,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=95.142.120.134 event_count=9 rps=9.0 unique_ports=1 indicator_hits=9 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
5803619a-d26d-59d5-9d1c-9b8201951a4b,['T1065'],['Uncommonly Used Port'],0.49355749814285715,['indicator:cmd_injection' 'behavior:many_ports'],tool=browser/unknown label=attack_like src_ip=109.237.98.226 event_count=20 rps=1.8181818181818181 unique_ports=20 indicator_hits=20 reasons=['indicator:cmd_injection' 'behavior:many_ports'],,attack_like
32cb7dc9-95af-5edc-a7fa-ee8f9267f293,['T1016.001'],['Internet Connection Discovery'],0.5054569881428571,['indicator:cmd_injection' 'indicator:ssti_probe' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=84.54.50.110 event_count=4 rps=4.0 unique_ports=4 indicator_hits=5 reasons=['indicator:cmd_injection' 'indicator:ssti_probe' 'behavior:burst_rps>=3'],,attack_like
58c20fb4-0a40-5e13-bfea-5d2a886667e4,['T1016.001'],['Internet Connection Discovery'],0.46804682214285714,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=74.207.230.49 event_count=6 rps=6.0 unique_ports=6 indicator_hits=6 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
b51af64e-6967-568e-8fc4-5b4be48028e5,['T1016.001'],['Internet Connection Discovery'],0.46649616714285713,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=199.250.129.23 event_count=5 rps=5.0 unique_ports=5 indicator_hits=5 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
3a576a07-b534-532c-82c2-e102a99a6b31,['T1205.001'],['Port Knocking'],0.470200508,"['tool_fingerprint:dir_enum' 'behavior:burst_rps>=3'
 'behavior:high_volume>=300' 'behavior:many_ports']","tool=gobuster label=attack_like src_ip=152.58.35.97 event_count=259021 rps=57.70126977055023 unique_ports=2648 indicator_hits=0 reasons=['tool_fingerprint:dir_enum' 'behavior:burst_rps>=3'
 'behavior:high_volume>=300' 'behavior:many_ports']",,attack_like
a502c310-db0e-5b99-8bb3-2b14134911e1,['T1016.001'],['Internet Connection Discovery'],0.4695517811428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=167.94.146.58 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
a2a46c30-540a-5940-b636-bb64d140db60,['T1205.001'],['Port Knocking'],0.5313018145,['indicator:cmd_injection' 'behavior:burst_rps>=3' 'behavior:many_ports'],tool=nmap label=attack_like src_ip=152.58.60.127 event_count=29 rps=3.2222222222222223 unique_ports=29 indicator_hits=29 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3' 'behavior:many_ports'],,attack_like
73e830cb-3c1b-5230-8f48-58128f8f0bfb,['T1016.001'],['Internet Connection Discovery'],0.46811856214285713,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=167.94.145.58 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
4f1ac836-776e-5c98-b2c2-c5b1a2a9342e,['T1518.001'],['Security Software Discovery'],0.4659317161428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=137.184.73.94 event_count=128 rps=3.878787878787879 unique_ports=2 indicator_hits=128 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
b2d92a77-019d-5bd4-9545-77ca9275c3a0,['T1518.001'],['Security Software Discovery'],0.4719499796428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=137.184.56.6 event_count=6 rps=6.0 unique_ports=6 indicator_hits=6 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
3b5e00e1-20ac-5e6d-9943-d16dc79a4454,['T1065'],['Uncommonly Used Port'],0.4993424366428571,['indicator:cmd_injection' 'behavior:many_ports'],tool=browser/unknown label=attack_like src_ip=109.237.98.235 event_count=38 rps=0.7755102040816326 unique_ports=38 indicator_hits=38 reasons=['indicator:cmd_injection' 'behavior:many_ports'],,attack_like
0dddfc01-567e-5070-a54b-4cb3d8724cc2,['T1518.001'],['Security Software Discovery'],0.47068822264285715,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=3.93.179.22 event_count=127 rps=4.096774193548387 unique_ports=2 indicator_hits=127 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
3419f0e1-d604-52d0-acb4-9ca9d0476775,['T1205.001'],['Port Knocking'],0.530629524,['indicator:cmd_injection' 'behavior:burst_rps>=3' 'behavior:many_ports'],tool=nmap label=attack_like src_ip=14.139.122.76 event_count=29 rps=4.833333333333333 unique_ports=29 indicator_hits=29 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3' 'behavior:many_ports'],,attack_like
113491bb-bce7-5c96-9133-eeba419a20ef,['T1016.001'],['Internet Connection Discovery'],0.4674482861428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=167.94.145.57 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
8f0f21df-a59e-5976-a4fd-7b851e44bb55,['T1016.001'],['Internet Connection Discovery'],0.46586675914285713,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=109.206.241.102 event_count=3 rps=3.0 unique_ports=3 indicator_hits=3 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
406514b5-7269-5f88-b33c-9e61eb6deba7,['T1016.001'],['Internet Connection Discovery'],0.4739926741428572,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=148.153.45.234 event_count=4 rps=4.0 unique_ports=4 indicator_hits=4 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
a0262fed-b133-5ae6-81dd-5d5845a56d05,['T1518.001'],['Security Software Discovery'],0.46879301164285714,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=162.142.125.7 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
841b386c-e60d-5d70-baa8-d3747bc5927b,['T1016.001'],['Internet Connection Discovery'],0.4763000671428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=103.187.190.53 event_count=10 rps=10.0 unique_ports=10 indicator_hits=6 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
ae7a0e0a-af57-5525-ae60-208aa32cf677,['T1016.001'],['Internet Connection Discovery'],0.4693462171428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=35.216.169.119 event_count=6 rps=3.0 unique_ports=6 indicator_hits=5 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
126bb6b0-a290-5ecd-aad0-4c06d7593b41,['T1016.001'],['Internet Connection Discovery'],0.4678783776428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=167.94.145.59 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
71c93903-324a-5ca8-a6b8-4a6210eaa0c7,['T1518.001'],['Security Software Discovery'],0.4655524971428571,['indicator:cmd_injection' 'behavior:burst_rps>=3'],tool=browser/unknown label=attack_like src_ip=162.142.125.215 event_count=3 rps=3.0 unique_ports=3 indicator_hits=2 reasons=['indicator:cmd_injection' 'behavior:burst_rps>=3'],,attack_like
24f17937-46e4-5170-bfd4-32a93ae5a447,['T1063'],['Security Software Discovery'],0.45253392428571426,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=182.42.105.85 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
699e0c0c-6a75-5386-b24d-9c6e6a2c6926,['T1063'],['Security Software Discovery'],0.45734611428571426,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=199.45.154.4 event_count=2 rps=2.0 unique_ports=2 indicator_hits=2 reasons=['indicator:cmd_injection'],,suspicious
fcd6df04-019c-509c-817d-a0b7def68a7c,['T1059.006'],['Python'],0.43572900600000003,['tool_fingerprint:automation'],tool=python-requests label=suspicious src_ip=13.84.202.16 event_count=2 rps=0.2857142857142857 unique_ports=2 indicator_hits=0 reasons=['tool_fingerprint:automation'],,suspicious
fc0987bc-7e5c-572c-8312-52720b44ad4d,['T1063'],['Security Software Discovery'],0.45621317478571427,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=161.35.134.18 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
1b3caf62-07cf-50e6-993f-cc1a2a1d06bb,['T1063'],['Security Software Discovery'],0.45709317978571423,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=182.42.104.32 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
4ffe659a-19d8-5e50-a5fc-27e210ed27dd,['T1518.001'],['Security Software Discovery'],0.3730621355,['tool_fingerprint:automation'],tool=go-http-client label=suspicious src_ip=185.91.127.13 event_count=1 rps=1.0 unique_ports=1 indicator_hits=0 reasons=['tool_fingerprint:automation'],,suspicious
fa4de45c-2faa-52c0-af9d-3991f61de3ec,['T1063'],['Security Software Discovery'],0.4569306767857143,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=185.180.143.140 event_count=8 rps=0.09876543209876543 unique_ports=8 indicator_hits=8 reasons=['indicator:cmd_injection'],,suspicious
abca1596-3ba7-5f7f-b184-9e955499f5da,['T1063'],['Security Software Discovery'],0.4525483487857143,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=185.36.81.33 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
5018d494-5ff5-5e14-ac11-861e17e19d82,['T1063'],['Security Software Discovery'],0.45619501028571424,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=185.179.218.170 event_count=6 rps=2.0 unique_ports=6 indicator_hits=6 reasons=['indicator:cmd_injection'],,suspicious
25d893a7-76ef-5bfb-9704-2bc9e8a745c4,['T1063'],['Security Software Discovery'],0.4536916837857143,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=205.185.118.237 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
102114a0-937b-5189-96dc-73da3b2b3f20,['T1063'],['Security Software Discovery'],0.4566824002857143,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=79.137.205.100 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
28d85ba8-8f68-554f-8f0e-1032812a2ad1,['T1518.001'],['Security Software Discovery'],0.36973650199999997,['tool_fingerprint:automation'],tool=go-http-client label=suspicious src_ip=43.153.118.27 event_count=1 rps=1.0 unique_ports=1 indicator_hits=0 reasons=['tool_fingerprint:automation'],,suspicious
098c2927-5c07-5320-abe9-c0a57a6ba91f,['T1063'],['Security Software Discovery'],0.45681656428571427,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=162.216.150.147 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
7965c528-819a-50df-9500-c10d0079fe4f,['T1063'],['Security Software Discovery'],0.4573924562857143,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=87.236.176.174 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
078244ed-d792-5053-a110-763610dc0c65,['T1063'],['Security Software Discovery'],0.45618004178571425,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=186.148.180.12 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
b9fd1d3d-992a-5c33-8917-a1ae635460fa,['T1063'],['Security Software Discovery'],0.4566226197857143,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=35.203.211.234 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
0fa4d6a4-d512-5e35-8fef-74e4be91379a,['T1063'],['Security Software Discovery'],0.45732076728571425,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=31.220.161.163 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
5feff9a4-3422-5576-9acf-d459e587073c,['T1518.001'],['Security Software Discovery'],0.368657308,['tool_fingerprint:automation'],tool=go-http-client label=suspicious src_ip=31.41.244.111 event_count=1 rps=1.0 unique_ports=1 indicator_hits=0 reasons=['tool_fingerprint:automation'],,suspicious
268ea73f-98b3-572c-840c-f9e66e77854f,['T1063'],['Security Software Discovery'],0.4568361142857143,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=35.203.210.29 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
7c783d96-187b-5df8-8f20-e5691f5c01eb,['T1518.001'],['Security Software Discovery'],0.3665343905,['tool_fingerprint:automation'],tool=go-http-client label=suspicious src_ip=85.112.221.100 event_count=1 rps=1.0 unique_ports=1 indicator_hits=0 reasons=['tool_fingerprint:automation'],,suspicious
2fe97429-3402-5a5f-a88c-e97d73920d84,['T1063'],['Security Software Discovery'],0.4559095717857143,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=23.94.206.71 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
581e5772-1332-52f5-b7e0-252a1a5fa5f3,['T1063'],['Security Software Discovery'],0.45530256978571426,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=185.180.143.50 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
a1370564-7cb6-525e-a15b-2360678ceb6e,['T1016.001'],['Internet Connection Discovery'],0.38368274785714285,['tool_fingerprint:automation' 'behavior:burst_rps>=3'],tool=go-http-client label=suspicious src_ip=159.203.182.222 event_count=15 rps=15.0 unique_ports=15 indicator_hits=0 reasons=['tool_fingerprint:automation' 'behavior:burst_rps>=3'],,suspicious
c86e3834-1cff-52bd-8403-feb9325ca4ce,['T1063'],['Security Software Discovery'],0.45364225628571425,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=198.235.24.77 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
ecb82ada-c597-5599-a6ed-d31d03ba3a76,['T1063'],['Security Software Discovery'],0.4572930232857143,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=200.24.138.21 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
8365d4f5-8ec9-5547-9acd-43d615056719,['T1063'],['Security Software Discovery'],0.4493091262857143,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=198.235.24.25 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
23b0c499-6284-522b-b070-da3ad68f6b47,['T1518.001'],['Security Software Discovery'],0.338701693,['tool_fingerprint:automation'],tool=zgrab label=suspicious src_ip=68.183.193.242 event_count=3 rps=0.42857142857142855 unique_ports=3 indicator_hits=0 reasons=['tool_fingerprint:automation'],,suspicious
9fdebb4a-26de-5cbc-a1f9-4dabc2be1b7e,['T1063'],['Security Software Discovery'],0.4573449072857143,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=157.100.26.186 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
d87039e6-1a07-598b-ae7a-82dc81513d89,['T1063'],['Security Software Discovery'],0.45554037428571426,['indicator:cmd_injection'],tool=browser/unknown label=suspicious src_ip=208.109.39.235 event_count=1 rps=1.0 unique_ports=1 indicator_hits=1 reasons=['indicator:cmd_injection'],,suspicious
